,VAT_calculation,authority_notice_created,direct_bank_transfer_created,expense_invoice,mass_letter_created,memo_voucher,new_receipts,payment_reminder_created,purchase_invoice,purchase_order,salary_slip,sales_invoice,sales_order,travel_invoice
2021-01-01,118.0,74.0,303.0,79.0,0.0,1183.0,1326.0,88.0,12591.0,1.0,296.0,8049.0,7.0,106.0
2021-01-02,321.0,136.0,285.0,80.0,0.0,1583.0,1692.0,124.0,4703.0,0.0,426.0,6529.0,12.0,93.0
2021-01-03,390.0,255.0,443.0,134.0,0.0,2156.0,2748.0,150.0,3233.0,1.0,690.0,7816.0,18.0,165.0
2021-01-04,2014.0,1587.0,1973.0,770.0,0.0,14536.0,5313.0,1126.0,58151.0,49.0,10586.0,76376.0,442.0,814.0
2021-01-05,2428.0,1763.0,1406.0,545.0,6.0,18974.0,4445.0,1013.0,39097.0,46.0,7327.0,34170.0,349.0,563.0
2021-01-06,859.0,547.0,535.0,161.0,0.0,6793.0,2772.0,202.0,50217.0,2.0,1473.0,6591.0,56.0,228.0
2021-01-07,3043.0,2314.0,1742.0,638.0,3.0,21825.0,4748.0,1884.0,34563.0,111.0,5519.0,32304.0,470.0,578.0
2021-01-08,3250.0,2491.0,1056.0,545.0,0.0,22728.0,3846.0,1135.0,49878.0,69.0,3645.0,21722.0,420.0,500.0
2021-01-09,620.0,472.0,208.0,102.0,0.0,5175.0,1984.0,61.0,7615.0,0.0,419.0,2664.0,22.0,57.0
2021-01-10,832.0,598.0,447.0,137.0,2.0,5860.0,2560.0,42.0,3585.0,33.0,340.0,5751.0,20.0,125.0
2021-01-11,5061.0,4026.0,1495.0,643.0,1.0,28882.0,5812.0,1874.0,39845.0,110.0,6504.0,42247.0,471.0,489.0
2021-01-12,5526.0,4311.0,1836.0,554.0,0.0,29375.0,4799.0,1421.0,36563.0,59.0,8008.0,19077.0,452.0,411.0
2021-01-13,2115.0,1215.0,1215.0,478.0,2.0,18171.0,3868.0,1125.0,33372.0,64.0,7348.0,18203.0,413.0,490.0
2021-01-14,2006.0,1116.0,1827.0,474.0,4.0,16579.0,3783.0,1306.0,27746.0,66.0,5371.0,19473.0,433.0,440.0
2021-01-15,2084.0,1119.0,931.0,440.0,0.0,16404.0,3809.0,798.0,32057.0,54.0,2680.0,23054.0,424.0,452.0
2021-01-16,221.0,109.0,142.0,61.0,1.0,2872.0,1217.0,53.0,8485.0,0.0,218.0,2385.0,21.0,63.0
2021-01-17,472.0,190.0,331.0,131.0,1.0,3928.0,2029.0,110.0,3152.0,0.0,375.0,3578.0,19.0,97.0
2021-01-18,2303.0,1304.0,1330.0,622.0,0.0,19441.0,3868.0,1251.0,39646.0,71.0,4630.0,29699.0,512.0,546.0
2021-01-19,2380.0,1282.0,1247.0,497.0,2.0,20053.0,3952.0,1637.0,36701.0,54.0,5225.0,17599.0,420.0,394.0
2021-01-20,2356.0,1371.0,1041.0,440.0,9.0,19286.0,3874.0,1430.0,30518.0,57.0,4024.0,18709.0,419.0,349.0
2021-01-21,2566.0,1293.0,1123.0,546.0,6.0,20303.0,3953.0,951.0,31260.0,60.0,3828.0,17677.0,425.0,414.0
2021-01-22,2256.0,1242.0,1120.0,492.0,3.0,16590.0,3243.0,838.0,28242.0,38.0,2916.0,19054.0,413.0,411.0
2021-01-23,388.0,203.0,227.0,89.0,0.0,4905.0,1533.0,40.0,5939.0,1.0,245.0,2388.0,15.0,66.0
2021-01-24,543.0,218.0,350.0,128.0,0.0,4978.0,2189.0,129.0,2845.0,10.0,541.0,4138.0,28.0,110.0
2021-01-25,2464.0,1460.0,1363.0,624.0,3.0,27115.0,4407.0,1024.0,29136.0,69.0,7353.0,18937.0,479.0,516.0
2021-01-26,2718.0,1409.0,1418.0,498.0,4.0,22994.0,4028.0,1927.0,32379.0,59.0,8944.0,19106.0,511.0,437.0
2021-01-27,2595.0,1484.0,1452.0,492.0,0.0,21424.0,4003.0,1705.0,27238.0,96.0,10465.0,21484.0,407.0,444.0
2021-01-28,2529.0,1454.0,1656.0,516.0,1.0,20301.0,3663.0,959.0,27094.0,49.0,7392.0,31956.0,440.0,514.0
2021-01-29,2491.0,1374.0,1378.0,524.0,0.0,15753.0,3437.0,840.0,36730.0,49.0,3381.0,24892.0,394.0,751.0
2021-01-30,532.0,299.0,266.0,127.0,1.0,3642.0,1685.0,79.0,8831.0,7.0,261.0,5442.0,41.0,122.0
2021-01-31,651.0,285.0,391.0,192.0,1.0,13538.0,2371.0,208.0,5848.0,4.0,846.0,12646.0,23.0,292.0
2021-02-01,2802.0,1609.0,1542.0,729.0,2.0,19205.0,5539.0,1175.0,50182.0,47.0,6890.0,75308.0,486.0,854.0
2021-02-02,3210.0,1885.0,1376.0,536.0,0.0,23295.0,4952.0,908.0,57409.0,54.0,6776.0,34775.0,448.0,676.0
2021-02-03,3415.0,1866.0,1342.0,523.0,1.0,22851.0,4408.0,1598.0,46739.0,71.0,6796.0,26979.0,462.0,499.0
2021-02-04,3412.0,1987.0,1261.0,511.0,0.0,29078.0,4517.0,1606.0,57037.0,61.0,4984.0,24597.0,403.0,536.0
2021-02-05,3290.0,1897.0,1077.0,628.0,0.0,20965.0,3778.0,608.0,31989.0,68.0,3504.0,22095.0,428.0,593.0
2021-02-06,873.0,423.0,249.0,99.0,0.0,5727.0,1824.0,32.0,7275.0,2.0,291.0,3204.0,21.0,59.0
2021-02-07,991.0,489.0,398.0,121.0,2.0,6059.0,2863.0,89.0,2789.0,2.0,511.0,5099.0,16.0,155.0
2021-02-08,4714.0,2968.0,1538.0,650.0,3.0,26494.0,5241.0,909.0,39643.0,68.0,5999.0,25919.0,465.0,512.0
2021-02-09,5548.0,3386.0,1469.0,519.0,1.0,28728.0,4448.0,1190.0,37857.0,76.0,6234.0,18022.0,491.0,550.0
2021-02-10,6239.0,3751.0,1206.0,566.0,4.0,29673.0,4453.0,1536.0,34611.0,94.0,6368.0,19919.0,482.0,412.0
2021-02-11,7089.0,4608.0,1776.0,514.0,1.0,32126.0,4855.0,722.0,26024.0,54.0,6903.0,20542.0,438.0,565.0
2021-02-12,8249.0,5291.0,1759.0,556.0,1.0,25485.0,4463.0,956.0,26163.0,51.0,4070.0,17709.0,478.0,478.0
2021-02-13,405.0,210.0,208.0,70.0,0.0,2660.0,1560.0,68.0,6452.0,0.0,157.0,2870.0,12.0,69.0
2021-02-14,450.0,188.0,316.0,102.0,0.0,3212.0,1941.0,53.0,2804.0,1.0,255.0,3118.0,27.0,74.0
2021-02-15,2936.0,1478.0,1328.0,515.0,3.0,22614.0,4622.0,1376.0,32590.0,72.0,4128.0,24038.0,514.0,564.0
2021-02-16,3120.0,1500.0,1148.0,492.0,2.0,23190.0,4121.0,1173.0,42876.0,49.0,4539.0,22396.0,445.0,412.0
2021-02-17,3286.0,1482.0,1236.0,463.0,23.0,22545.0,3940.0,1487.0,26826.0,86.0,4692.0,22864.0,439.0,436.0
2021-02-18,3103.0,1553.0,974.0,448.0,19.0,20806.0,3694.0,1115.0,28212.0,47.0,3958.0,18155.0,432.0,444.0
2021-02-19,3217.0,1354.0,1231.0,505.0,0.0,23650.0,3492.0,1164.0,24792.0,71.0,3162.0,20251.0,449.0,430.0
2021-02-20,393.0,135.0,150.0,78.0,0.0,3138.0,1271.0,76.0,901.0,0.0,245.0,2266.0,17.0,69.0
2021-02-21,582.0,230.0,311.0,93.0,1.0,3582.0,2685.0,88.0,12081.0,9.0,694.0,2987.0,30.0,131.0
2021-02-22,3659.0,1538.0,1272.0,600.0,2.0,22346.0,4215.0,1028.0,27420.0,65.0,8186.0,19537.0,497.0,534.0
2021-02-23,4212.0,1684.0,1319.0,416.0,3.0,21805.0,3979.0,1535.0,32930.0,66.0,8830.0,19408.0,407.0,422.0
2021-02-24,4099.0,1535.0,1405.0,464.0,1.0,22102.0,3919.0,1858.0,28162.0,67.0,10211.0,18056.0,447.0,426.0
2021-02-25,4119.0,1578.0,1986.0,456.0,1.0,20509.0,3583.0,848.0,28265.0,56.0,8373.0,19939.0,471.0,602.0
2021-02-26,4031.0,1506.0,1301.0,427.0,0.0,20043.0,3335.0,1024.0,34084.0,51.0,3649.0,27411.0,365.0,655.0
2021-02-27,814.0,229.0,188.0,118.0,0.0,4069.0,1418.0,62.0,9654.0,2.0,249.0,4644.0,21.0,112.0
2021-02-28,973.0,300.0,422.0,163.0,0.0,4268.0,2704.0,92.0,6144.0,0.0,532.0,8547.0,32.0,245.0
2021-03-01,5128.0,1971.0,1907.0,701.0,2.0,25212.0,5236.0,1175.0,53664.0,67.0,6971.0,78539.0,421.0,896.0
2021-03-02,3028.0,1993.0,1507.0,585.0,0.0,22677.0,4850.0,700.0,71406.0,60.0,6990.0,35693.0,469.0,731.0
2021-03-03,3177.0,2142.0,1406.0,474.0,0.0,23572.0,4345.0,1693.0,48665.0,92.0,6435.0,36558.0,456.0,569.0
2021-03-04,3114.0,2216.0,1432.0,427.0,1.0,21802.0,4102.0,871.0,39081.0,50.0,4641.0,24874.0,473.0,464.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-06,602.0,372.0,310.0,78.0,1.0,4534.0,1654.0,2868.0,8434.0,8.0,289.0,2791.0,17.0,92.0
2021-03-07,682.0,490.0,368.0,111.0,1.0,5150.0,2340.0,106.0,3275.0,3.0,439.0,3407.0,35.0,130.0
2021-03-08,4086.0,3112.0,1644.0,604.0,2.0,26932.0,4798.0,1149.0,38172.0,73.0,5847.0,21278.0,499.0,510.0
2021-03-09,4309.0,3253.0,1447.0,470.0,0.0,30628.0,4754.0,1457.0,34331.0,122.0,6233.0,20309.0,525.0,459.0
2021-03-10,4423.0,3404.0,1466.0,587.0,2.0,26959.0,4740.0,1709.0,33534.0,84.0,6668.0,22647.0,470.0,477.0
2021-03-11,4912.0,4102.0,1649.0,446.0,1.0,31236.0,4144.0,662.0,28273.0,58.0,6296.0,18664.0,451.0,377.0
2021-03-12,5059.0,4319.0,1536.0,453.0,0.0,22684.0,3310.0,853.0,30968.0,57.0,4696.0,16967.0,487.0,501.0
2021-03-13,404.0,202.0,215.0,93.0,0.0,3569.0,1597.0,134.0,5644.0,1.0,265.0,2551.0,14.0,77.0
2021-03-14,386.0,244.0,336.0,126.0,0.0,3614.0,1833.0,89.0,3050.0,3.0,352.0,3751.0,44.0,146.0
2021-03-15,2419.0,1623.0,1334.0,529.0,20.0,26081.0,4276.0,1378.0,35400.0,74.0,4118.0,25762.0,543.0,528.0
2021-03-16,2202.0,1433.0,1333.0,597.0,4.0,49242.0,3695.0,1421.0,41546.0,78.0,3853.0,20974.0,470.0,312.0
2021-03-17,2159.0,1391.0,1133.0,449.0,2.0,33519.0,3334.0,2225.0,26754.0,79.0,3949.0,18634.0,515.0,425.0
2021-03-18,2268.0,1510.0,1174.0,453.0,2.0,28353.0,3472.0,774.0,29651.0,62.0,3337.0,16673.0,517.0,421.0
2021-03-19,1983.0,1307.0,1031.0,410.0,0.0,15227.0,3178.0,981.0,29625.0,69.0,2085.0,18556.0,412.0,355.0
2021-03-20,264.0,146.0,165.0,61.0,0.0,2305.0,1304.0,74.0,12088.0,2.0,314.0,2511.0,23.0,60.0
2021-03-21,392.0,180.0,286.0,107.0,0.0,3176.0,2175.0,91.0,1849.0,4.0,240.0,3433.0,43.0,124.0
2021-03-22,2159.0,1511.0,1087.0,495.0,1.0,20024.0,3704.0,1513.0,30322.0,73.0,4846.0,19486.0,521.0,449.0
2021-03-23,2489.0,1480.0,1366.0,445.0,2.0,22221.0,3409.0,1451.0,32986.0,88.0,5258.0,17096.0,459.0,415.0
2021-03-24,2231.0,1432.0,1478.0,478.0,1.0,17657.0,3298.0,2186.0,23474.0,71.0,5509.0,15721.0,519.0,379.0
2021-03-25,2048.0,1371.0,1114.0,459.0,0.0,18197.0,3367.0,967.0,25637.0,68.0,5641.0,15653.0,581.0,426.0
2021-03-26,1768.0,1151.0,996.0,461.0,1.0,14390.0,2767.0,1214.0,26401.0,55.0,5472.0,19934.0,477.0,419.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,554.0,255.0,245.0,130.0,1.0,3447.0,1723.0,100.0,2946.0,4.0,637.0,3288.0,56.0,114.0
2021-03-29,2152.0,1316.0,1578.0,529.0,0.0,15297.0,4175.0,971.0,24652.0,79.0,11073.0,22385.0,591.0,625.0
2021-03-30,2198.0,1340.0,1880.0,532.0,0.0,15636.0,3744.0,984.0,28355.0,57.0,9126.0,22060.0,578.0,624.0
2021-03-31,2275.0,1442.0,1620.0,737.0,2.0,15489.0,3985.0,1461.0,33742.0,61.0,6781.0,39499.0,507.0,851.0
2021-04-01,2697.0,1670.0,1668.0,607.0,3.0,15044.0,3815.0,1143.0,40239.0,79.0,5805.0,78080.0,500.0,794.0
2021-04-02,383.0,190.0,298.0,83.0,1.0,2184.0,1280.0,56.0,67503.0,2.0,358.0,6616.0,14.0,100.0
2021-04-03,261.0,179.0,191.0,60.0,0.0,1656.0,1085.0,53.0,2661.0,1.0,263.0,2687.0,39.0,77.0
2021-04-04,295.0,174.0,310.0,61.0,0.0,1724.0,1151.0,53.0,1780.0,0.0,292.0,2484.0,20.0,80.0
2021-04-05,721.0,416.0,491.0,216.0,0.0,4211.0,2964.0,88.0,5892.0,10.0,974.0,6494.0,48.0,194.0
2021-04-06,3239.0,2498.0,1764.0,664.0,1.0,23701.0,5441.0,1786.0,46407.0,77.0,8174.0,36606.0,481.0,725.0
2021-04-07,3953.0,3048.0,1930.0,566.0,3.0,25657.0,4711.0,1763.0,44609.0,112.0,6813.0,27120.0,591.0,631.0
2021-04-08,4419.0,3424.0,1554.0,482.0,0.0,27783.0,4518.0,1109.0,53941.0,82.0,5316.0,24236.0,486.0,550.0
2021-04-09,4482.0,3695.0,1284.0,528.0,2.0,25566.0,3979.0,1385.0,40360.0,76.0,4117.0,23802.0,526.0,522.0
2021-04-10,1100.0,833.0,295.0,99.0,0.0,6871.0,1779.0,89.0,10619.0,2.0,468.0,5193.0,14.0,106.0
2021-04-11,1229.0,942.0,332.0,103.0,0.0,5894.0,2176.0,67.0,2508.0,40.0,478.0,4251.0,38.0,120.0
2021-04-12,6366.0,5254.0,1774.0,564.0,0.0,29895.0,4658.0,1293.0,11696.0,104.0,6890.0,23574.0,595.0,560.0
2021-04-13,2574.0,1732.0,1463.0,545.0,1.0,20165.0,4130.0,1356.0,39215.0,65.0,7288.0,21490.0,583.0,500.0
2021-04-14,2350.0,1520.0,1957.0,493.0,0.0,20985.0,4161.0,1580.0,41274.0,60.0,5955.0,19938.0,573.0,462.0
2021-04-15,2290.0,1466.0,1249.0,454.0,4.0,18477.0,3381.0,1189.0,34639.0,79.0,3542.0,23316.0,507.0,440.0
2021-04-16,2149.0,1457.0,1199.0,414.0,1.0,17601.0,2973.0,1062.0,41710.0,46.0,2873.0,25160.0,526.0,520.0
2021-04-17,197.0,135.0,229.0,59.0,0.0,1537.0,1105.0,43.0,10763.0,6.0,349.0,2277.0,28.0,61.0
2021-04-18,296.0,173.0,262.0,92.0,0.0,2495.0,1651.0,64.0,3182.0,6.0,668.0,17823.0,31.0,121.0
2021-04-19,2747.0,1830.0,1462.0,500.0,0.0,21726.0,4266.0,1105.0,31166.0,77.0,4789.0,21012.0,607.0,495.0
2021-04-20,2697.0,1721.0,1282.0,500.0,3.0,20008.0,4101.0,1217.0,37822.0,65.0,5270.0,22110.0,587.0,429.0
2021-04-21,2405.0,1515.0,1268.0,517.0,0.0,18174.0,3951.0,1852.0,34553.0,77.0,4075.0,19809.0,524.0,429.0
2021-04-22,2450.0,1573.0,1480.0,505.0,2.0,18639.0,4169.0,1221.0,30235.0,73.0,3684.0,17943.0,548.0,392.0
2021-04-23,2102.0,1341.0,1069.0,461.0,3.0,15589.0,3551.0,1299.0,27440.0,61.0,3305.0,18840.0,495.0,381.0
2021-04-24,329.0,214.0,220.0,114.0,0.0,3146.0,1794.0,99.0,9612.0,2.0,189.0,4292.0,49.0,87.0
2021-04-25,447.0,261.0,387.0,135.0,0.0,2687.0,3182.0,165.0,3099.0,3.0,600.0,5314.0,51.0,144.0
2021-04-26,2498.0,1555.0,1170.0,567.0,0.0,18237.0,5224.0,1181.0,29568.0,67.0,8638.0,20137.0,566.0,711.0
2021-04-27,2218.0,1445.0,1260.0,553.0,2.0,17289.0,4127.0,1418.0,31384.0,69.0,8940.0,19578.0,583.0,503.0
2021-04-28,2305.0,1486.0,1512.0,490.0,3.0,18434.0,4059.0,2193.0,30669.0,300.0,9377.0,22528.0,542.0,518.0
2021-04-29,2068.0,1372.0,1964.0,574.0,1.0,15100.0,4438.0,855.0,13552.0,89.0,7002.0,22988.0,501.0,647.0
2021-04-30,1926.0,1253.0,1361.0,579.0,0.0,12400.0,3943.0,1212.0,54556.0,53.0,3254.0,36353.0,477.0,844.0
2021-05-01,151.0,87.0,221.0,63.0,0.0,1104.0,1441.0,48.0,13549.0,1.0,340.0,8858.0,18.0,111.0
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,2651.0,1915.0,1875.0,751.0,1.0,19612.0,6442.0,1274.0,50261.0,62.0,9144.0,81609.0,548.0,892.0
2021-05-04,3022.0,2129.0,1886.0,655.0,2.0,22365.0,5243.0,1352.0,81563.0,90.0,8056.0,35585.0,474.0,742.0
2021-05-05,3777.0,2598.0,1491.0,590.0,6.0,24438.0,4969.0,2040.0,49168.0,83.0,6711.0,28222.0,560.0,616.0
2021-05-06,4072.0,2914.0,1527.0,659.0,3.0,26803.0,5219.0,905.0,26688.0,73.0,5608.0,26646.0,581.0,588.0
2021-05-07,3857.0,2631.0,1445.0,517.0,10.0,23865.0,4054.0,1157.0,58703.0,55.0,4646.0,23428.0,527.0,526.0
2021-05-08,886.0,589.0,227.0,104.0,1.0,4980.0,1722.0,75.0,8637.0,1.0,614.0,2762.0,31.0,79.0
2021-05-09,686.0,385.0,317.0,96.0,0.0,3293.0,2349.0,55.0,2469.0,1.0,335.0,3168.0,64.0,127.0
2021-05-10,5964.0,4150.0,1915.0,678.0,1.0,43157.0,5796.0,1147.0,34139.0,132.0,7954.0,23971.0,630.0,720.0
2021-05-11,6591.0,4624.0,1441.0,591.0,1.0,39103.0,5235.0,1587.0,38181.0,85.0,8222.0,25535.0,580.0,530.0
2021-05-12,7196.0,5151.0,1829.0,527.0,0.0,29393.0,3820.0,1542.0,41048.0,102.0,6054.0,19412.0,564.0,506.0
2021-05-13,454.0,290.0,405.0,108.0,0.0,2486.0,1609.0,90.0,8893.0,4.0,637.0,3684.0,80.0,96.0
2021-05-14,1719.0,1089.0,1281.0,370.0,0.0,11422.0,3156.0,1149.0,22483.0,72.0,1977.0,17733.0,397.0,386.0
2021-05-15,163.0,120.0,235.0,51.0,0.0,1702.0,1511.0,99.0,6859.0,3.0,284.0,2565.0,23.0,67.0
2021-05-16,236.0,161.0,357.0,116.0,0.0,2004.0,2028.0,110.0,3505.0,1.0,335.0,4313.0,51.0,91.0
2021-05-17,2324.0,1588.0,1688.0,555.0,3.0,16375.0,4988.0,1380.0,40565.0,108.0,5176.0,32713.0,615.0,565.0
2021-05-18,2415.0,1723.0,1414.0,472.0,2.0,16953.0,4991.0,1337.0,39595.0,119.0,4615.0,21806.0,550.0,595.0
2021-05-19,2295.0,1570.0,1598.0,497.0,1.0,17758.0,4810.0,1635.0,35308.0,113.0,4931.0,23931.0,558.0,449.0
2021-05-20,2180.0,1604.0,1510.0,579.0,2.0,15279.0,4044.0,1507.0,30864.0,91.0,4166.0,18074.0,596.0,468.0
2021-05-21,1928.0,1358.0,1242.0,507.0,2.0,14513.0,3754.0,1310.0,33716.0,70.0,2913.0,19145.0,517.0,462.0
2021-05-22,136.0,93.0,150.0,76.0,0.0,1244.0,1422.0,39.0,6701.0,1.0,498.0,3767.0,38.0,94.0
2021-05-23,308.0,167.0,245.0,83.0,34.0,1953.0,2145.0,51.0,2457.0,1.0,521.0,3857.0,29.0,136.0
2021-05-24,2171.0,1549.0,1734.0,574.0,0.0,17777.0,4268.0,1689.0,29278.0,86.0,7040.0,21384.0,579.0,564.0
2021-05-25,2196.0,1461.0,1273.0,629.0,0.0,17480.0,4218.0,1500.0,33774.0,106.0,7529.0,21301.0,588.0,536.0
2021-05-26,1977.0,1348.0,1388.0,563.0,0.0,17978.0,4435.0,1814.0,31628.0,98.0,9759.0,20657.0,564.0,518.0
2021-05-27,1867.0,1229.0,1489.0,561.0,0.0,14938.0,4414.0,944.0,28292.0,61.0,10006.0,23381.0,560.0,538.0
2021-05-28,1808.0,1179.0,1860.0,603.0,2.0,12885.0,3826.0,1477.0,31603.0,110.0,6136.0,22510.0,525.0,635.0
2021-05-29,417.0,235.0,168.0,68.0,0.0,1658.0,1397.0,56.0,11665.0,2.0,234.0,2964.0,23.0,67.0
2021-05-30,517.0,239.0,331.0,138.0,0.0,2636.0,1789.0,85.0,4716.0,3.0,500.0,5012.0,25.0,160.0
2021-05-31,2971.0,1701.0,1734.0,779.0,4.0,18410.0,5881.0,1153.0,39723.0,66.0,5714.0,43855.0,572.0,1123.0
2021-06-01,2225.0,1702.0,1769.0,616.0,1.0,17274.0,5116.0,903.0,37011.0,85.0,8952.0,82859.0,638.0,849.0
2021-06-02,2397.0,1785.0,1722.0,636.0,0.0,21068.0,5544.0,2954.0,89298.0,72.0,8500.0,39150.0,637.0,686.0
2021-06-03,2376.0,1886.0,1786.0,654.0,5.0,18689.0,5112.0,1007.0,58488.0,73.0,6765.0,32742.0,560.0,683.0
2021-06-04,2246.0,1744.0,1299.0,606.0,1.0,18714.0,4058.0,887.0,53243.0,51.0,3970.0,25574.0,519.0,514.0
2021-06-05,44.0,28.0,71.0,31.0,0.0,338.0,707.0,14.0,12581.0,0.0,66.0,1543.0,21.0,42.0
2021-06-06,290.0,208.0,419.0,171.0,0.0,2185.0,2474.0,113.0,3935.0,1.0,608.0,5027.0,53.0,136.0
2021-06-07,2997.0,2385.0,1604.0,725.0,1.0,25347.0,5957.0,929.0,40954.0,88.0,6075.0,27140.0,609.0,698.0
2021-06-08,3660.0,2896.0,1726.0,718.0,9.0,33455.0,5341.0,1622.0,30737.0,74.0,7454.0,24242.0,635.0,603.0
2021-06-09,3801.0,3029.0,1588.0,652.0,1.0,24939.0,5710.0,1445.0,48392.0,72.0,6484.0,21091.0,608.0,552.0
2021-06-10,4214.0,3302.0,1791.0,556.0,1.0,28843.0,4815.0,1010.0,34957.0,106.0,6649.0,22602.0,515.0,680.0
2021-06-11,3729.0,3124.0,1403.0,473.0,2.0,24244.0,4210.0,924.0,34116.0,49.0,5239.0,18004.0,460.0,571.0
2021-06-12,540.0,435.0,278.0,90.0,0.0,3505.0,1974.0,71.0,6801.0,0.0,567.0,2836.0,67.0,88.0
2021-06-13,725.0,568.0,475.0,131.0,0.0,3913.0,2823.0,74.0,2883.0,0.0,758.0,4669.0,44.0,151.0
2021-06-14,5299.0,4412.0,2222.0,685.0,2.0,40298.0,5481.0,1242.0,39571.0,76.0,7172.0,24704.0,620.0,806.0
2021-06-15,2467.0,1879.0,1683.0,649.0,0.0,28442.0,4950.0,1395.0,38448.0,97.0,5790.0,26140.0,589.0,687.0
2021-06-16,2081.0,1638.0,1570.0,598.0,0.0,17457.0,4888.0,2580.0,43100.0,119.0,5568.0,24762.0,552.0,526.0
2021-06-17,2094.0,1584.0,1695.0,647.0,0.0,16172.0,4646.0,757.0,35243.0,72.0,5233.0,24046.0,513.0,635.0
2021-06-18,1730.0,1364.0,1419.0,543.0,0.0,13305.0,3546.0,1021.0,35286.0,64.0,3560.0,20873.0,524.0,537.0
2021-06-19,120.0,81.0,204.0,82.0,0.0,829.0,1409.0,23.0,7061.0,0.0,315.0,2335.0,28.0,73.0
2021-06-20,209.0,156.0,361.0,114.0,0.0,1532.0,2134.0,45.0,2404.0,1.0,267.0,3435.0,38.0,110.0
2021-06-21,1875.0,1403.0,1741.0,708.0,3.0,14403.0,5562.0,1237.0,30843.0,70.0,6206.0,25726.0,590.0,640.0
2021-06-22,1847.0,1368.0,1692.0,639.0,0.0,14064.0,4694.0,1595.0,36761.0,94.0,6869.0,21085.0,515.0,620.0
2021-06-23,1664.0,1286.0,1988.0,600.0,0.0,12676.0,4705.0,1769.0,35650.0,118.0,7558.0,22225.0,558.0,632.0
