,VAT_calculation,authority_notice_created,direct_bank_transfer_created,expense_invoice,mass_letter_created,memo_voucher,new_receipts,payment_reminder_created,purchase_invoice,purchase_order,salary_slip,sales_invoice,sales_order,travel_invoice
2021-06-24,1191.0,945.0,1138.0,606.0,1.0,9816.0,4045.0,777.0,28380.0,36.0,5882.0,20954.0,402.0,745.0
2021-06-25,74.0,55.0,130.0,77.0,1.0,1018.0,1154.0,81.0,9971.0,7.0,121.0,2174.0,37.0,61.0
2021-06-26,59.0,45.0,84.0,27.0,0.0,560.0,816.0,24.0,1816.0,0.0,161.0,1170.0,10.0,44.0
2021-06-27,136.0,96.0,211.0,85.0,0.0,1005.0,2041.0,52.0,2164.0,1.0,757.0,3182.0,48.0,84.0
2021-06-28,1747.0,1308.0,1956.0,673.0,1.0,13513.0,5053.0,2211.0,30237.0,67.0,13685.0,25600.0,490.0,710.0
2021-06-29,1943.0,1434.0,2375.0,688.0,0.0,14339.0,4390.0,1115.0,33035.0,62.0,10503.0,24929.0,484.0,761.0
2021-06-30,1960.0,1568.0,1898.0,777.0,0.0,15308.0,5476.0,2196.0,44319.0,83.0,7740.0,39657.0,442.0,1009.0
2021-07-01,2195.0,1563.0,2269.0,728.0,1.0,18159.0,5886.0,1855.0,59582.0,84.0,10319.0,83823.0,594.0,906.0
2021-07-02,1993.0,1504.0,1874.0,630.0,2.0,15199.0,4598.0,1268.0,62828.0,59.0,6760.0,39835.0,492.0,820.0
2021-07-03,195.0,142.0,341.0,95.0,0.0,1483.0,1483.0,94.0,17074.0,0.0,403.0,3573.0,51.0,79.0
2021-07-04,284.0,228.0,454.0,103.0,0.0,1880.0,2505.0,99.0,10912.0,1.0,665.0,5955.0,37.0,124.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,3725.0,2891.0,1798.0,498.0,0.0,24356.0,5214.0,1106.0,57352.0,37.0,7941.0,25761.0,398.0,510.0
2021-07-07,3721.0,2969.0,1774.0,490.0,2.0,27005.0,4727.0,1630.0,46129.0,44.0,6721.0,24722.0,435.0,518.0
2021-07-08,4065.0,3166.0,1815.0,495.0,0.0,26983.0,4306.0,1323.0,35074.0,74.0,5687.0,18807.0,453.0,474.0
2021-07-09,3935.0,3226.0,1579.0,379.0,1.0,23607.0,3884.0,1027.0,32779.0,79.0,4111.0,21637.0,410.0,513.0
2021-07-10,536.0,443.0,324.0,68.0,0.0,3540.0,1827.0,68.0,8746.0,0.0,483.0,4618.0,29.0,107.0
2021-07-11,832.0,687.0,373.0,117.0,0.0,4622.0,2301.0,76.0,2578.0,2.0,457.0,3796.0,42.0,148.0
2021-07-12,5158.0,4400.0,1504.0,524.0,1.0,21647.0,4592.0,876.0,30305.0,51.0,6345.0,20462.0,437.0,447.0
2021-07-13,2459.0,1690.0,1518.0,362.0,5.0,14908.0,3773.0,942.0,32551.0,47.0,7528.0,15787.0,400.0,377.0
2021-07-14,2176.0,1573.0,1848.0,401.0,4.0,19113.0,3850.0,1653.0,37828.0,69.0,5941.0,17329.0,382.0,376.0
2021-07-15,2017.0,1452.0,1426.0,371.0,1.0,13924.0,3364.0,1040.0,30131.0,37.0,3873.0,19940.0,388.0,391.0
2021-07-16,1685.0,1130.0,1057.0,350.0,2.0,11032.0,2895.0,957.0,31861.0,38.0,3118.0,14782.0,361.0,344.0
2021-07-17,129.0,100.0,220.0,58.0,0.0,745.0,1413.0,107.0,7902.0,1.0,196.0,2282.0,22.0,72.0
2021-07-18,215.0,124.0,416.0,62.0,0.0,1390.0,1918.0,129.0,2832.0,1.0,294.0,17635.0,31.0,78.0
2021-07-19,1840.0,1247.0,1487.0,429.0,0.0,13028.0,4321.0,1059.0,29050.0,37.0,4275.0,17593.0,328.0,360.0
2021-07-20,1845.0,1247.0,1206.0,344.0,0.0,11810.0,4036.0,728.0,29531.0,39.0,3742.0,15464.0,330.0,319.0
2021-07-21,1643.0,1111.0,1410.0,377.0,0.0,15685.0,3316.0,2010.0,34438.0,30.0,4243.0,14730.0,300.0,258.0
2021-07-22,1606.0,1074.0,2965.0,372.0,1.0,10282.0,3376.0,887.0,27528.0,40.0,4132.0,16430.0,306.0,249.0
2021-07-23,1401.0,941.0,1011.0,278.0,0.0,9099.0,3165.0,1137.0,22180.0,95.0,3145.0,11622.0,351.0,244.0
2021-07-24,126.0,82.0,175.0,42.0,0.0,1134.0,1296.0,24.0,5482.0,0.0,439.0,2013.0,19.0,49.0
2021-07-25,129.0,88.0,311.0,62.0,0.0,730.0,1843.0,84.0,2132.0,0.0,540.0,2861.0,16.0,100.0
2021-07-26,1739.0,1206.0,1171.0,355.0,1.0,11893.0,3873.0,1148.0,27571.0,77.0,8650.0,15752.0,333.0,371.0
2021-07-27,1755.0,1221.0,1032.0,386.0,1.0,12687.0,3629.0,905.0,24985.0,44.0,8777.0,13441.0,338.0,324.0
2021-07-28,1721.0,1135.0,1262.0,364.0,2.0,16930.0,3600.0,1035.0,26397.0,81.0,9194.0,17537.0,333.0,352.0
2021-07-29,1726.0,1164.0,2081.0,335.0,1.0,11731.0,3404.0,867.0,22768.0,132.0,6903.0,16323.0,318.0,402.0
2021-07-30,1448.0,1011.0,1062.0,330.0,0.0,9810.0,3454.0,1463.0,30306.0,30.0,3279.0,19029.0,337.0,533.0
2021-07-31,141.0,96.0,212.0,108.0,0.0,1511.0,2020.0,106.0,11414.0,1.0,476.0,8983.0,31.0,133.0
2021-08-01,226.0,144.0,437.0,134.0,1.0,1709.0,2789.0,281.0,8966.0,1.0,858.0,10360.0,36.0,177.0
2021-08-02,2705.0,1911.0,1850.0,669.0,1.0,16992.0,5842.0,1354.0,25228.0,37.0,8809.0,81577.0,452.0,767.0
2021-08-03,2916.0,2043.0,1868.0,629.0,0.0,20064.0,5789.0,2180.0,88525.0,63.0,8478.0,32717.0,470.0,514.0
2021-08-04,3133.0,2197.0,1827.0,499.0,1.0,22806.0,5074.0,1910.0,49976.0,53.0,7518.0,23105.0,353.0,489.0
2021-08-05,3316.0,2279.0,3390.0,530.0,0.0,21218.0,4197.0,1396.0,50149.0,33.0,5796.0,21569.0,389.0,388.0
2021-08-06,2982.0,2136.0,1376.0,345.0,0.0,19056.0,3488.0,1662.0,38979.0,42.0,4125.0,19293.0,402.0,373.0
2021-08-07,449.0,271.0,243.0,47.0,0.0,2789.0,1487.0,78.0,5893.0,0.0,401.0,1963.0,28.0,65.0
2021-08-08,616.0,355.0,372.0,131.0,0.0,4020.0,2733.0,93.0,3031.0,10.0,680.0,3551.0,43.0,138.0
2021-08-09,4898.0,3451.0,1812.0,629.0,0.0,29071.0,5972.0,1560.0,33663.0,96.0,7643.0,21336.0,507.0,536.0
2021-08-10,5539.0,3836.0,1417.0,518.0,3.0,30042.0,5655.0,2193.0,35745.0,66.0,7110.0,22285.0,513.0,541.0
2021-08-11,6466.0,4458.0,1808.0,578.0,1.0,31923.0,5353.0,1538.0,36956.0,34.0,7661.0,18583.0,446.0,511.0
2021-08-12,7503.0,5345.0,2561.0,654.0,0.0,28569.0,4850.0,837.0,32001.0,70.0,6339.0,18266.0,452.0,668.0
2021-08-13,2249.0,1598.0,1311.0,468.0,0.0,16395.0,3846.0,1592.0,27553.0,60.0,2483.0,20934.0,443.0,417.0
2021-08-14,170.0,89.0,250.0,70.0,0.0,970.0,2028.0,101.0,7839.0,0.0,175.0,2688.0,31.0,83.0
2021-08-15,242.0,137.0,295.0,99.0,0.0,1360.0,2288.0,92.0,3209.0,0.0,211.0,4186.0,22.0,128.0
2021-08-16,2254.0,1671.0,1571.0,595.0,0.0,19461.0,5191.0,1391.0,45086.0,88.0,4212.0,23449.0,514.0,576.0
2021-08-17,2225.0,1603.0,1495.0,527.0,2.0,18258.0,4800.0,1618.0,52061.0,60.0,3912.0,25203.0,512.0,466.0
2021-08-18,2112.0,1569.0,1437.0,557.0,0.0,16062.0,4775.0,1692.0,34805.0,86.0,4521.0,18732.0,483.0,454.0
2021-08-19,2191.0,1482.0,1409.0,556.0,4.0,19614.0,4350.0,1171.0,30693.0,104.0,3870.0,19117.0,479.0,458.0
2021-08-20,1844.0,1330.0,3565.0,496.0,1.0,13747.0,3751.0,940.0,30575.0,48.0,3424.0,18461.0,462.0,403.0
2021-08-21,103.0,74.0,183.0,64.0,0.0,1197.0,1238.0,80.0,6209.0,0.0,130.0,2296.0,22.0,66.0
2021-08-22,165.0,112.0,264.0,107.0,4.0,1480.0,2331.0,129.0,2641.0,3.0,347.0,5283.0,30.0,140.0
2021-08-23,2033.0,1443.0,1559.0,595.0,2.0,16081.0,4641.0,2130.0,33374.0,105.0,5391.0,19951.0,570.0,619.0
2021-08-24,1909.0,1370.0,1462.0,564.0,0.0,16418.0,4351.0,1422.0,32940.0,92.0,5782.0,18927.0,474.0,512.0
2021-08-25,1921.0,1368.0,1406.0,562.0,0.0,14512.0,4584.0,1455.0,30516.0,71.0,8066.0,19948.0,567.0,499.0
2021-08-26,1735.0,1214.0,1388.0,539.0,2.0,15385.0,4427.0,988.0,27247.0,57.0,8518.0,18833.0,479.0,564.0
2021-08-27,1554.0,1131.0,1163.0,516.0,10.0,14168.0,3675.0,909.0,29325.0,44.0,7194.0,20938.0,484.0,512.0
2021-08-28,91.0,65.0,199.0,106.0,0.0,1052.0,1407.0,60.0,7732.0,0.0,426.0,2367.0,26.0,143.0
2021-08-29,142.0,81.0,282.0,112.0,0.0,907.0,2042.0,103.0,4971.0,6.0,1141.0,4694.0,23.0,144.0
2021-08-30,1950.0,1404.0,2393.0,671.0,2.0,18499.0,4929.0,1119.0,29222.0,72.0,10320.0,26731.0,545.0,870.0
2021-08-31,2251.0,1654.0,2042.0,716.0,0.0,16129.0,5734.0,1766.0,43908.0,82.0,5880.0,38087.0,578.0,1074.0
2021-09-01,2003.0,1575.0,1779.0,769.0,1.0,16495.0,5409.0,1559.0,60638.0,79.0,9953.0,84705.0,509.0,949.0
2021-09-02,2273.0,1689.0,2261.0,566.0,0.0,16770.0,4980.0,1219.0,63152.0,57.0,8227.0,40247.0,583.0,841.0
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-04,83.0,51.0,157.0,55.0,0.0,500.0,971.0,32.0,26638.0,0.0,352.0,2052.0,12.0,51.0
2021-09-05,304.0,220.0,635.0,158.0,0.0,2336.0,3603.0,108.0,17353.0,1.0,615.0,6177.0,55.0,195.0
2021-09-06,3137.0,2422.0,1863.0,796.0,0.0,23784.0,6868.0,1406.0,45449.0,59.0,6721.0,28015.0,595.0,840.0
2021-09-07,3729.0,2915.0,3887.0,696.0,1.0,26582.0,5597.0,1052.0,45561.0,83.0,6328.0,23565.0,568.0,702.0
2021-09-08,3444.0,2683.0,1791.0,538.0,0.0,25087.0,5743.0,1206.0,38442.0,72.0,6720.0,24181.0,522.0,576.0
2021-09-09,3666.0,2938.0,1945.0,577.0,1.0,24831.0,5246.0,795.0,35283.0,73.0,5863.0,21769.0,568.0,680.0
2021-09-10,3935.0,3215.0,1250.0,581.0,1.0,22482.0,4380.0,747.0,35356.0,99.0,4402.0,21547.0,574.0,584.0
2021-09-11,482.0,399.0,366.0,88.0,0.0,2668.0,1777.0,77.0,10959.0,3.0,380.0,2893.0,26.0,134.0
2021-09-12,906.0,708.0,612.0,151.0,0.0,3554.0,2878.0,94.0,2834.0,2.0,685.0,4406.0,43.0,152.0
2021-09-13,5376.0,4509.0,1983.0,768.0,3.0,24770.0,6465.0,930.0,33019.0,44.0,8552.0,23716.0,564.0,782.0
2021-09-14,2450.0,1855.0,2439.0,545.0,0.0,18907.0,5377.0,1292.0,36007.0,63.0,6673.0,24038.0,495.0,684.0
2021-09-15,2365.0,1656.0,1606.0,589.0,1.0,18094.0,4586.0,2400.0,43002.0,84.0,4163.0,25016.0,518.0,680.0
2021-09-16,2106.0,1495.0,1628.0,566.0,9.0,20755.0,4234.0,1376.0,40033.0,93.0,3582.0,21884.0,569.0,650.0
2021-09-17,1899.0,1390.0,1505.0,475.0,1.0,14100.0,3901.0,815.0,32719.0,56.0,2411.0,23091.0,512.0,508.0
2021-09-18,110.0,54.0,187.0,97.0,0.0,751.0,1625.0,49.0,7355.0,6.0,166.0,2330.0,23.0,88.0
2021-09-19,208.0,138.0,348.0,119.0,0.0,1437.0,2201.0,117.0,2662.0,2.0,207.0,5049.0,22.0,165.0
2021-09-20,2172.0,1611.0,3581.0,648.0,0.0,18213.0,5424.0,1609.0,35431.0,77.0,4512.0,21778.0,638.0,598.0
2021-09-21,2255.0,1707.0,1759.0,657.0,1.0,16702.0,4910.0,1322.0,42294.0,60.0,5192.0,25035.0,502.0,575.0
2021-09-22,1862.0,1377.0,1680.0,611.0,3.0,15977.0,4570.0,1903.0,33367.0,89.0,5235.0,21891.0,519.0,529.0
2021-09-23,1877.0,1347.0,1653.0,652.0,1.0,16549.0,4243.0,1450.0,29233.0,53.0,5758.0,19417.0,508.0,677.0
2021-09-24,1614.0,1096.0,1078.0,592.0,1.0,12335.0,4054.0,1208.0,31441.0,123.0,4421.0,21065.0,544.0,519.0
2021-09-25,135.0,79.0,163.0,152.0,0.0,1783.0,1538.0,36.0,7114.0,0.0,240.0,2978.0,24.0,135.0
2021-09-26,126.0,80.0,294.0,132.0,1.0,1961.0,2036.0,40.0,2424.0,3.0,488.0,17623.0,42.0,139.0
2021-09-27,1758.0,1331.0,1506.0,728.0,0.0,14735.0,5118.0,1505.0,34368.0,67.0,10346.0,22132.0,513.0,729.0
2021-09-28,1786.0,1263.0,1955.0,632.0,1.0,15295.0,5156.0,1235.0,33056.0,66.0,11604.0,23862.0,538.0,771.0
2021-09-29,1940.0,1333.0,2340.0,637.0,7.0,16771.0,4778.0,1940.0,31825.0,75.0,9634.0,24317.0,550.0,767.0
2021-09-30,1867.0,1289.0,2172.0,763.0,0.0,15566.0,5565.0,830.0,46125.0,66.0,5705.0,43715.0,525.0,1188.0
2021-10-01,1694.0,1264.0,1769.0,671.0,1.0,12406.0,5336.0,860.0,65737.0,52.0,7028.0,87497.0,545.0,1134.0
2021-10-02,178.0,126.0,454.0,90.0,0.0,1217.0,2266.0,144.0,37266.0,5.0,488.0,7020.0,30.0,150.0
2021-10-03,212.0,152.0,501.0,253.0,0.0,1270.0,2475.0,69.0,4924.0,0.0,767.0,6702.0,25.0,240.0
2021-10-04,2332.0,1752.0,2376.0,837.0,3.0,22218.0,6191.0,1321.0,55722.0,57.0,8945.0,46722.0,547.0,1172.0
2021-10-05,3071.0,2343.0,3236.0,716.0,0.0,24110.0,6536.0,1505.0,58465.0,76.0,7873.0,37235.0,507.0,841.0
2021-10-06,3279.0,2503.0,2557.0,716.0,0.0,24769.0,6051.0,2035.0,51034.0,75.0,6976.0,29318.0,492.0,772.0
2021-10-07,3422.0,2563.0,2191.0,711.0,0.0,26525.0,5877.0,1068.0,46457.0,47.0,5655.0,23279.0,535.0,792.0
2021-10-08,3507.0,2740.0,1181.0,670.0,1.0,24199.0,4733.0,1483.0,36974.0,91.0,3601.0,21768.0,490.0,660.0
2021-10-09,378.0,274.0,298.0,90.0,0.0,3492.0,1955.0,105.0,9355.0,1.0,318.0,3424.0,54.0,117.0
2021-10-10,785.0,560.0,493.0,177.0,0.0,4280.0,2812.0,117.0,3353.0,4.0,285.0,7219.0,35.0,205.0
2021-10-11,5642.0,4556.0,2180.0,814.0,1.0,31194.0,7046.0,1000.0,42091.0,121.0,6896.0,24706.0,529.0,790.0
2021-10-12,6084.0,4971.0,1988.0,686.0,3.0,31503.0,5705.0,1435.0,40681.0,89.0,7893.0,25044.0,640.0,791.0
2021-10-13,2650.0,1876.0,1919.0,559.0,1.0,20969.0,5074.0,2502.0,41657.0,63.0,7831.0,21131.0,517.0,773.0
2021-10-14,2661.0,1808.0,2419.0,591.0,4.0,21075.0,4732.0,942.0,31285.0,78.0,4971.0,28364.0,553.0,699.0
2021-10-15,2434.0,1635.0,1308.0,604.0,1.0,17270.0,4274.0,1088.0,36564.0,56.0,2902.0,26623.0,547.0,747.0
2021-10-16,155.0,101.0,195.0,74.0,0.0,1430.0,2045.0,55.0,12015.0,1.0,174.0,3037.0,43.0,92.0
2021-10-17,247.0,143.0,308.0,116.0,0.0,2259.0,2788.0,110.0,3121.0,1.0,328.0,4630.0,33.0,130.0
2021-10-18,2725.0,1773.0,1637.0,774.0,4.0,20446.0,5462.0,1118.0,40927.0,84.0,5240.0,23316.0,486.0,750.0
2021-10-19,2642.0,1711.0,1568.0,593.0,3.0,18760.0,5334.0,1235.0,32890.0,64.0,5144.0,22264.0,517.0,643.0
2021-10-20,2739.0,1739.0,1639.0,547.0,2.0,20148.0,4845.0,1877.0,37077.0,57.0,4888.0,20653.0,511.0,655.0
2021-10-21,2406.0,1516.0,3559.0,562.0,4.0,16978.0,4337.0,1161.0,37826.0,90.0,4442.0,20594.0,430.0,664.0
2021-10-22,2020.0,1366.0,1445.0,574.0,3.0,19299.0,4240.0,1248.0,34874.0,47.0,3770.0,22358.0,464.0,595.0
2021-10-23,157.0,105.0,261.0,97.0,0.0,2610.0,1721.0,80.0,7069.0,0.0,188.0,2787.0,27.0,105.0
2021-10-24,246.0,111.0,410.0,203.0,0.0,1561.0,2705.0,80.0,3032.0,0.0,335.0,3694.0,48.0,239.0
2021-10-25,2371.0,1597.0,1532.0,692.0,4.0,20498.0,5252.0,1750.0,33026.0,64.0,8346.0,23538.0,562.0,845.0
2021-10-26,2536.0,1607.0,1513.0,658.0,1.0,17208.0,5000.0,1689.0,34125.0,54.0,10017.0,23067.0,495.0,714.0
2021-10-27,2431.0,1521.0,1879.0,621.0,0.0,18534.0,4666.0,1638.0,33633.0,104.0,10823.0,22692.0,474.0,662.0
2021-10-28,2375.0,1475.0,3004.0,604.0,0.0,16664.0,4818.0,1256.0,31917.0,64.0,8406.0,25025.0,459.0,872.0
2021-10-29,2014.0,1272.0,1433.0,685.0,1.0,13154.0,4536.0,1220.0,39216.0,87.0,3688.0,31195.0,481.0,1073.0
2021-10-30,190.0,111.0,222.0,115.0,0.0,1395.0,2009.0,57.0,14695.0,4.0,217.0,5743.0,16.0,168.0
2021-10-31,365.0,193.0,614.0,222.0,1.0,2244.0,3571.0,105.0,6975.0,5.0,682.0,10004.0,57.0,374.0
2021-11-01,2667.0,1771.0,2198.0,932.0,2.0,21395.0,6848.0,1476.0,61982.0,56.0,8711.0,94965.0,537.0,1300.0
2021-11-02,2842.0,1947.0,1804.0,747.0,4.0,22897.0,6761.0,1232.0,87765.0,47.0,8353.0,42692.0,624.0,939.0
2021-11-03,3146.0,2094.0,2139.0,662.0,2.0,23393.0,6013.0,1156.0,56295.0,47.0,7714.0,34654.0,525.0,1003.0
2021-11-04,3307.0,2142.0,2028.0,671.0,2.0,24368.0,6020.0,975.0,48948.0,60.0,6786.0,28548.0,539.0,822.0
2021-11-05,3063.0,2104.0,1266.0,721.0,4.0,21305.0,5171.0,1895.0,45056.0,74.0,4236.0,26095.0,538.0,818.0
2021-11-06,379.0,222.0,252.0,129.0,0.0,2718.0,1745.0,90.0,7933.0,3.0,282.0,3570.0,17.0,105.0
2021-11-07,515.0,334.0,498.0,154.0,1.0,4418.0,2994.0,114.0,3496.0,0.0,530.0,4587.0,30.0,222.0
2021-11-08,4319.0,3122.0,3444.0,809.0,1.0,30207.0,6695.0,1468.0,41462.0,81.0,7147.0,24089.0,546.0,951.0
2021-11-09,4913.0,3325.0,2221.0,725.0,1.0,30353.0,6199.0,1512.0,31344.0,167.0,7567.0,24711.0,546.0,704.0
2021-11-10,5286.0,3593.0,1937.0,712.0,3.0,31032.0,6237.0,1410.0,43359.0,62.0,7614.0,26020.0,528.0,864.0
2021-11-11,6037.0,4115.0,2304.0,669.0,2.0,30738.0,5964.0,1339.0,50771.0,81.0,7153.0,22142.0,569.0,883.0
2021-11-12,6694.0,4591.0,2338.0,652.0,0.0,26189.0,5018.0,1117.0,31148.0,57.0,4615.0,22036.0,475.0,775.0
2021-11-13,224.0,146.0,290.0,109.0,0.0,1822.0,1993.0,31.0,7734.0,1.0,236.0,2985.0,19.0,89.0
2021-11-14,238.0,138.0,304.0,121.0,2.0,2635.0,2171.0,158.0,2967.0,2.0,315.0,3782.0,48.0,149.0
2021-11-15,2510.0,1881.0,1747.0,772.0,0.0,21555.0,6250.0,1374.0,41101.0,104.0,4805.0,30350.0,570.0,1012.0
2021-11-16,2592.0,1854.0,1650.0,665.0,1.0,22485.0,5661.0,1499.0,51093.0,66.0,4991.0,25282.0,545.0,699.0
2021-11-17,2652.0,1816.0,1943.0,639.0,0.0,21103.0,5799.0,2112.0,38556.0,89.0,4698.0,23028.0,547.0,724.0
2021-11-18,2342.0,1636.0,1734.0,662.0,0.0,18703.0,5032.0,1008.0,41234.0,66.0,4031.0,22032.0,507.0,737.0
2021-11-19,1746.0,1203.0,1071.0,661.0,4.0,15308.0,4633.0,1454.0,33921.0,70.0,2871.0,20540.0,530.0,644.0
2021-11-20,102.0,59.0,163.0,83.0,0.0,692.0,2067.0,24.0,7054.0,0.0,45.0,3462.0,30.0,118.0
2021-11-21,156.0,91.0,401.0,163.0,0.0,1949.0,2881.0,169.0,3237.0,4.0,296.0,4676.0,35.0,180.0
2021-11-22,2201.0,1586.0,1563.0,863.0,1.0,20022.0,6201.0,1916.0,46192.0,75.0,5781.0,26394.0,496.0,967.0
2021-11-23,2102.0,1537.0,3214.0,740.0,1.0,18513.0,5383.0,2294.0,44713.0,60.0,6517.0,22144.0,542.0,743.0
2021-11-24,1889.0,1380.0,2036.0,698.0,1.0,18151.0,5698.0,2219.0,34421.0,120.0,7306.0,22838.0,476.0,725.0
2021-11-25,1491.0,1024.0,1593.0,471.0,7.0,13698.0,3324.0,823.0,22894.0,37.0,6950.0,15357.0,288.0,459.0
2021-11-26,1527.0,1044.0,1737.0,702.0,2.0,13618.0,4369.0,1195.0,30851.0,68.0,8202.0,26152.0,508.0,774.0
2021-11-27,149.0,77.0,266.0,95.0,0.0,1832.0,2351.0,33.0,7841.0,141.0,483.0,5218.0,60.0,150.0
2021-11-28,233.0,119.0,486.0,210.0,0.0,1561.0,3280.0,72.0,4860.0,1.0,1172.0,5942.0,49.0,276.0
2021-11-29,1718.0,1282.0,2614.0,1047.0,1.0,15418.0,6496.0,1527.0,36694.0,78.0,11284.0,30050.0,523.0,1274.0
2021-11-30,2098.0,1439.0,2023.0,977.0,0.0,16431.0,6530.0,1450.0,51606.0,68.0,6473.0,46543.0,618.0,1591.0
2021-12-01,2060.0,1636.0,2291.0,849.0,3.0,18144.0,6171.0,1317.0,69971.0,71.0,11113.0,89268.0,542.0,1197.0
2021-12-02,2156.0,1618.0,2541.0,826.0,2.0,20193.0,6573.0,1794.0,67769.0,52.0,8730.0,43188.0,585.0,1087.0
2021-12-03,2242.0,1704.0,1733.0,777.0,2.0,16717.0,5755.0,1246.0,16172.0,75.0,5208.0,39092.0,495.0,954.0
2021-12-04,254.0,197.0,286.0,158.0,0.0,1949.0,2385.0,100.0,24662.0,0.0,394.0,4869.0,27.0,158.0
2021-12-05,246.0,188.0,303.0,162.0,0.0,1803.0,1982.0,36.0,53719.0,1.0,416.0,4839.0,39.0,143.0
2021-12-06,519.0,370.0,466.0,247.0,0.0,4344.0,4376.0,193.0,12505.0,13.0,798.0,8206.0,66.0,315.0
2021-12-07,3281.0,2626.0,2177.0,1000.0,2.0,25925.0,7629.0,1891.0,49380.0,57.0,8075.0,34656.0,534.0,1106.0
2021-12-08,3660.0,2906.0,3785.0,829.0,0.0,29907.0,6704.0,2280.0,45391.0,135.0,8891.0,25749.0,482.0,823.0
2021-12-09,4083.0,3286.0,3007.0,823.0,0.0,34049.0,6494.0,1375.0,45779.0,285.0,8147.0,25325.0,601.0,843.0
2021-12-10,4299.0,3483.0,1568.0,778.0,0.0,25769.0,5801.0,1556.0,38931.0,68.0,5686.0,27836.0,569.0,894.0
2021-12-11,621.0,534.0,359.0,174.0,0.0,4908.0,2839.0,81.0,16670.0,0.0,566.0,3912.0,48.0,155.0
2021-12-12,829.0,699.0,530.0,206.0,0.0,4947.0,3533.0,93.0,3355.0,7.0,779.0,5010.0,37.0,233.0
2021-12-13,5771.0,4884.0,2325.0,1084.0,4.0,28330.0,8019.0,1326.0,39058.0,110.0,10213.0,29115.0,525.0,1318.0
2021-12-14,2558.0,1837.0,2733.0,909.0,1.0,22111.0,6671.0,1708.0,48064.0,50.0,9180.0,29330.0,495.0,966.0
2021-12-15,2455.0,1816.0,2127.0,826.0,1.0,20337.0,6067.0,2055.0,42668.0,65.0,6977.0,32469.0,521.0,856.0
